Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
7 Series,2018,South America,Silver,Diesel,Automatic,3.5,41128,90461,5455,Low
M3,2021,Middle East,Blue,Electric,Manual,2.9,141322,58067,1495,Low
3 Series,2015,Europe,Black,Hybrid,Automatic,2.2,168245,59838,363,Low
M3,2021,Africa,Blue,Hybrid,Manual,4.7,96568,103841,2938,Low
M5,2010,Middle East,Grey,Hybrid,Automatic,4.1,184794,70059,2906,Low
M3,2021,North America,Grey,Diesel,Automatic,3.4,52758,66059,310,Low
i8,2010,South America,Black,Hybrid,Automatic,4.7,16020,102215,5006,Low
i3,2013,Asia,Blue,Diesel,Manual,2.7,52711,117713,817,Low
M5,2017,Africa,White,Hybrid,Manual,2.2,70048,88277,1957,Low
X5,2023,North America,Blue,Petrol,Automatic,4.1,29044,103882,3065,Low
X3,2016,South America,Red,Diesel,Automatic,1.5,129965,69814,8200,High
5 Series,2013,Middle East,Blue,Electric,Automatic,2.6,44670,98938,6219,Low
X5,2020,Middle East,Grey,Electric,Manual,4.1,141763,116403,5236,Low
X1,2020,Middle East,Silver,Electric,Automatic,4,175901,97944,5092,Low
M3,2018,South America,Grey,Petrol,Manual,2.5,80707,97065,1406,Low
X6,2011,South America,Black,Diesel,Automatic,2.4,176531,100697,3313,Low
5 Series,2015,North America,Red,Electric,Automatic,2.9,184476,81499,7845,High
X3,2018,Asia,White,Diesel,Automatic,4.8,82998,91802,6602,Low
7 Series,2019,Middle East,Red,Electric,Automatic,3.6,138607,87290,7029,High
7 Series,2014,Asia,Blue,Diesel,Manual,3.4,38433,48035,8688,High
X5,2012,Asia,Red,Hybrid,Manual,4.9,103530,88831,3079,Low
X6,2021,Africa,Grey,Petrol,Manual,2.5,164179,33142,6534,Low
7 Series,2022,North America,Black,Diesel,Automatic,2.4,183164,75994,3045,Low
7 Series,2016,Africa,Black,Diesel,Automatic,3.6,149794,111322,897,Low
X6,2019,North America,Red,Petrol,Manual,2.4,181554,115314,7952,High
X5,2019,North America,Blue,Diesel,Automatic,4.8,162711,65998,9254,High
X6,2016,South America,Black,Electric,Manual,4.5,111465,47544,4905,Low
5 Series,2018,Asia,Silver,Electric,Automatic,3.8,103055,119290,3018,Low
X6,2011,Middle East,Blue,Petrol,Automatic,3.8,83663,79837,3643,Low
i8,2010,Middle East,Black,Hybrid,Automatic,3.3,185811,76123,9854,High
i3,2012,Africa,Grey,Electric,Automatic,4.4,134342,70967,1389,Low
X5,2021,Middle East,Black,Petrol,Automatic,4.3,44279,96256,7627,High
3 Series,2010,Europe,Grey,Petrol,Manual,2,6546,71897,6116,Low
M5,2021,South America,Grey,Diesel,Manual,2.6,124911,72813,6144,Low
5 Series,2022,North America,White,Hybrid,Manual,2.9,161171,59328,4939,Low
i3,2022,Africa,Grey,Diesel,Manual,3.5,190856,97967,4376,Low
M5,2021,Middle East,Grey,Diesel,Manual,3.9,155826,43613,7301,High
X5,2011,Asia,White,Electric,Manual,1.7,19985,105672,1915,Low
M3,2021,Middle East,Black,Electric,Manual,2.2,129743,33045,8274,High
X6,2013,North America,Red,Hybrid,Automatic,4.4,56342,39910,1637,Low
M3,2011,Asia,White,Diesel,Manual,3.6,12618,92449,9605,High
7 Series,2011,South America,White,Diesel,Automatic,1.5,109461,116095,9317,High
i8,2010,Europe,Grey,Petrol,Manual,4.8,35131,38410,7102,High
3 Series,2019,Asia,Red,Hybrid,Automatic,4.3,58045,96028,7308,High
X1,2022,Europe,Grey,Petrol,Automatic,3.1,14226,61097,9318,High
X1,2019,Middle East,Silver,Electric,Automatic,2.3,83783,106021,5864,Low
i3,2020,Asia,Black,Hybrid,Manual,4.3,34091,52274,2598,Low
M3,2010,Asia,Black,Hybrid,Manual,3.4,1038,82135,4915,Low
7 Series,2016,Asia,Grey,Hybrid,Manual,2.9,35342,79489,2717,Low
X6,2024,Middle East,Silver,Hybrid,Manual,1.6,6428,81049,2520,Low
3 Series,2018,Asia,Silver,Petrol,Automatic,2.6,105004,57570,4176,Low
3 Series,2013,Europe,Grey,Diesel,Manual,2.1,66794,60006,3139,Low
X5,2019,South America,Silver,Electric,Automatic,4.5,43943,39118,5858,Low
X5,2018,Europe,Blue,Diesel,Automatic,1.8,163496,71489,7178,High
X1,2022,Middle East,Grey,Diesel,Automatic,2.9,1290,39328,8419,High
X6,2018,Asia,Blue,Petrol,Manual,2.2,173803,66213,2953,Low
M3,2012,Africa,Silver,Petrol,Automatic,3.6,54088,45758,3937,Low
X3,2017,Africa,Black,Petrol,Automatic,4.2,39542,50048,6674,Low
M3,2019,South America,White,Hybrid,Manual,3.1,51758,115933,4924,Low
i8,2019,Europe,Red,Electric,Automatic,2,133478,68760,6037,Low
X6,2019,Africa,Silver,Petrol,Automatic,3.8,129541,107676,8107,High
X3,2010,Europe,Red,Electric,Automatic,4,59339,107569,7467,High
X6,2014,Middle East,Silver,Diesel,Manual,4.4,94613,48469,2501,Low
X6,2016,Asia,Black,Hybrid,Automatic,3.9,57838,49540,5303,Low
5 Series,2015,North America,Black,Hybrid,Manual,3.9,125698,77204,5517,Low
7 Series,2023,Africa,Grey,Electric,Manual,1.5,142754,87603,2037,Low
i8,2014,South America,Silver,Hybrid,Automatic,2.9,65967,112738,2511,Low
X6,2021,Middle East,Blue,Hybrid,Automatic,4.8,21780,50950,6544,Low
X3,2021,Europe,White,Hybrid,Automatic,3,840,86728,5126,Low
3 Series,2020,Middle East,White,Petrol,Automatic,2.5,77516,96454,7481,High
7 Series,2011,Europe,Grey,Diesel,Automatic,1.8,8470,34751,3267,Low
X1,2012,North America,Red,Diesel,Automatic,3.4,94363,68280,8692,High
X6,2022,South America,Black,Hybrid,Automatic,2.3,149946,115194,5588,Low
5 Series,2011,Middle East,White,Hybrid,Automatic,4.1,40578,114408,3296,Low
X6,2017,Middle East,White,Petrol,Automatic,4.9,80313,72206,3281,Low
M5,2020,North America,Silver,Diesel,Manual,3.6,133819,36310,4602,Low
X1,2012,Europe,Black,Petrol,Manual,2.4,189725,69761,7546,High
3 Series,2015,Europe,Silver,Diesel,Manual,4,143587,99644,8802,High
3 Series,2022,North America,Silver,Petrol,Automatic,2.8,105557,49305,5729,Low
5 Series,2021,Middle East,Blue,Petrol,Automatic,3.5,44946,117090,2535,Low
X5,2013,Europe,Black,Electric,Automatic,4.2,102867,80077,1178,Low
3 Series,2020,Africa,Black,Petrol,Automatic,4.8,22293,94660,3567,Low
3 Series,2024,Asia,Red,Diesel,Manual,2.3,167251,110665,5148,Low
X6,2024,South America,Red,Hybrid,Manual,1.8,109666,72019,9980,High
X6,2011,Middle East,Grey,Diesel,Automatic,4,27070,42419,9470,High
3 Series,2022,North America,White,Electric,Automatic,3.1,98622,73745,1594,Low
i3,2019,Middle East,Silver,Petrol,Automatic,2.8,62902,108850,2459,Low
7 Series,2019,Asia,Black,Diesel,Automatic,3.4,109244,65041,6874,Low
3 Series,2023,South America,Black,Petrol,Manual,3.7,114285,115180,4004,Low
7 Series,2023,Asia,Red,Electric,Automatic,3.3,135738,49472,4910,Low
3 Series,2022,North America,Black,Hybrid,Manual,4.1,108358,53352,3104,Low
X3,2021,Europe,White,Hybrid,Manual,3.2,82314,79282,2269,Low
7 Series,2023,Europe,Black,Diesel,Automatic,2.1,88178,32854,9894,High
X6,2015,Asia,Blue,Diesel,Automatic,3.1,57359,61273,7320,High
7 Series,2018,South America,Grey,Hybrid,Automatic,2.1,94348,89746,5964,Low
X6,2011,Asia,Red,Hybrid,Automatic,1.8,20414,54266,9415,High
i8,2016,Europe,Silver,Hybrid,Manual,4.5,62106,67280,8681,High
X1,2020,Africa,White,Hybrid,Automatic,2.5,131887,44343,5740,Low
X6,2014,South America,Red,Electric,Manual,3.9,115871,35339,1591,Low
7 Series,2018,Europe,Grey,Petrol,Automatic,4.1,2308,103596,6387,Low
5 Series,2019,North America,Red,Petrol,Manual,3.9,121314,108275,3528,Low
i8,2010,Europe,Grey,Electric,Automatic,3.4,87691,75773,5901,Low
M5,2020,North America,Black,Petrol,Manual,2.2,90617,112475,5386,Low
M5,2021,South America,Silver,Petrol,Automatic,3.9,8047,77491,2747,Low
M5,2012,Asia,Silver,Electric,Automatic,3.4,113583,94026,477,Low
i3,2011,Europe,Silver,Electric,Automatic,2.7,149311,43541,3728,Low
i8,2010,Asia,Red,Diesel,Automatic,3.6,116505,88135,7879,High
X3,2010,Europe,Red,Diesel,Manual,1.7,71358,52176,5835,Low
M3,2018,Africa,Red,Electric,Manual,2.7,110099,72959,8541,High
M3,2015,North America,Silver,Diesel,Manual,2.9,44905,76589,6942,Low
i3,2016,Asia,Grey,Diesel,Manual,2.6,141780,80276,4545,Low
X6,2019,Africa,White,Petrol,Automatic,2.9,33988,100532,4812,Low
X6,2011,Middle East,Silver,Hybrid,Automatic,3.6,194139,55623,3871,Low
i3,2011,Europe,Black,Petrol,Manual,3.1,43922,69707,4074,Low
X1,2018,South America,White,Petrol,Manual,4,34295,44559,230,Low
5 Series,2018,South America,Grey,Diesel,Manual,3.8,5123,95904,4947,Low
X1,2021,South America,Silver,Hybrid,Manual,2.4,110038,82750,7853,High
5 Series,2018,Middle East,Black,Diesel,Automatic,5,19587,79744,1875,Low
3 Series,2017,Middle East,Red,Electric,Automatic,2.7,23327,88146,9891,High
7 Series,2012,Asia,White,Hybrid,Manual,1.6,71803,104505,845,Low
i3,2024,North America,Silver,Diesel,Manual,4.7,87546,118008,9981,High
7 Series,2023,Africa,White,Petrol,Automatic,2.6,141244,42292,8167,High
X1,2018,Africa,Grey,Hybrid,Manual,3.7,23170,101080,6367,Low
M5,2010,South America,White,Diesel,Automatic,2.8,60624,86861,8859,High
M3,2021,Europe,Silver,Diesel,Automatic,2.3,83878,57741,5225,Low
X1,2024,North America,Red,Diesel,Manual,3.5,1273,39471,4282,Low
5 Series,2021,North America,White,Electric,Manual,2.2,113836,90005,4840,Low
5 Series,2024,Asia,Black,Petrol,Automatic,3.6,138161,95227,7134,High
5 Series,2022,Europe,Black,Petrol,Manual,3.7,48785,30409,2429,Low
7 Series,2023,Asia,White,Diesel,Automatic,2.2,12718,101660,1933,Low
X1,2023,North America,Silver,Hybrid,Manual,4.2,138920,83944,8877,High
7 Series,2018,North America,Silver,Diesel,Manual,2,95460,111083,8427,High
X6,2010,South America,Blue,Electric,Automatic,2.5,115360,56699,8826,High
M5,2020,Middle East,Blue,Electric,Manual,3.9,143727,84009,432,Low
M5,2020,Middle East,Silver,Petrol,Manual,2.8,5272,85048,6989,Low
X5,2016,Asia,White,Petrol,Automatic,1.5,20715,94482,1671,Low
M3,2019,Middle East,Black,Hybrid,Automatic,3.5,153919,117729,2900,Low
X3,2010,North America,Silver,Diesel,Manual,4.5,133522,100002,3985,Low
X3,2021,North America,Black,Electric,Automatic,2.2,72258,94139,1896,Low
X3,2019,Africa,Red,Petrol,Automatic,4.9,199701,64956,3356,Low
X3,2019,Africa,Red,Petrol,Manual,2.8,178545,37736,3188,Low
X6,2020,South America,Black,Hybrid,Manual,4.3,154049,44827,7119,High
X5,2021,Europe,Silver,Diesel,Automatic,4.9,46477,119954,9373,High
X1,2016,Middle East,Grey,Petrol,Manual,3.7,27743,50351,9042,High
3 Series,2014,Europe,Black,Petrol,Automatic,3.8,17698,119307,7556,High
3 Series,2024,Africa,Grey,Diesel,Manual,2.3,159196,73099,9537,High
3 Series,2011,South America,Red,Diesel,Manual,3.7,55849,77871,2643,Low
i8,2018,Asia,Blue,Hybrid,Automatic,4.4,140198,58206,7497,High
X3,2023,North America,Grey,Electric,Automatic,2.6,137256,32190,9904,High
i8,2022,Europe,Grey,Diesel,Manual,4.3,40984,34053,2205,Low
7 Series,2011,Europe,Silver,Hybrid,Manual,1.7,153868,35563,2543,Low
X3,2017,North America,White,Diesel,Manual,1.6,8543,46004,6774,Low
M5,2021,North America,Black,Diesel,Manual,4.9,121181,49602,6340,Low
X1,2012,Africa,White,Diesel,Manual,3.9,39789,63406,5767,Low
7 Series,2012,Middle East,Silver,Diesel,Manual,3.6,126603,72496,7167,High
X6,2017,North America,Blue,Hybrid,Automatic,1.8,15746,51982,9181,High
X5,2021,Middle East,Blue,Hybrid,Automatic,2.9,76949,119270,5542,Low
M5,2020,Africa,Silver,Electric,Manual,1.8,117770,70484,6616,Low
X5,2014,Europe,Silver,Electric,Manual,2,189276,92994,3719,Low
5 Series,2024,Africa,White,Petrol,Manual,3.9,24438,99840,899,Low
7 Series,2011,Middle East,Silver,Electric,Manual,3.7,155677,106109,7942,High
i8,2015,Asia,Red,Petrol,Automatic,2.7,118852,46474,4020,Low
7 Series,2010,Europe,Black,Electric,Manual,3.8,165024,81915,5972,Low
i3,2010,Europe,White,Diesel,Automatic,3,11426,59816,9570,High
X6,2013,North America,Red,Diesel,Automatic,4.8,79518,82658,9613,High
i3,2010,Africa,Red,Petrol,Manual,2.1,72264,58842,4601,Low
M3,2015,South America,Grey,Diesel,Manual,3.4,159472,119209,8126,High
X6,2012,South America,Black,Diesel,Manual,3.4,40022,44588,3535,Low
M5,2018,Europe,Red,Petrol,Manual,3.7,99696,88925,949,Low
i3,2011,Europe,Black,Petrol,Manual,4.5,6187,78227,6899,Low
5 Series,2014,Middle East,Grey,Petrol,Manual,4.4,99740,80377,2477,Low
X5,2010,Middle East,Blue,Petrol,Automatic,3.1,153895,51061,2710,Low
X3,2011,North America,Black,Hybrid,Automatic,3.2,144217,67936,7316,High
i8,2021,Europe,Red,Diesel,Automatic,4.2,174545,77348,4371,Low
M5,2021,South America,Grey,Hybrid,Automatic,3.3,197771,85664,9965,High
7 Series,2013,Asia,White,Electric,Automatic,3.6,179982,85237,5930,Low
X6,2024,Europe,White,Diesel,Automatic,3.4,24214,62124,3523,Low
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,64501,7138,High
X3,2013,South America,Blue,Hybrid,Manual,2.7,119268,51384,879,Low
i3,2022,Europe,Red,Hybrid,Automatic,3.9,133018,37656,3440,Low
M3,2017,Europe,White,Electric,Manual,3.2,61053,44741,5121,Low
X6,2018,Europe,Silver,Diesel,Automatic,3.7,140614,80589,1223,Low
i3,2014,Europe,Grey,Electric,Automatic,4.7,13828,35365,3971,Low
X5,2019,South America,Silver,Petrol,Manual,4.2,54964,76865,463,Low
i8,2015,Asia,Silver,Petrol,Manual,3.5,185196,40826,3672,Low
7 Series,2013,North America,Red,Diesel,Manual,3.5,107734,103750,7541,High
3 Series,2015,Europe,Blue,Petrol,Automatic,2.7,108434,85291,3171,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High
X6,2016,South America,Blue,Petrol,Manual,2.5,137290,52670,654,Low
i8,2022,South America,Blue,Diesel,Manual,4.3,20003,94084,9637,High
X3,2022,North America,Silver,Hybrid,Manual,3.8,128059,79145,8045,High
i3,2022,South America,Silver,Petrol,Manual,3.6,54399,69653,4544,Low
X5,2015,Africa,Grey,Electric,Manual,2.2,117520,48837,7908,High
i3,2010,Africa,White,Petrol,Manual,3.7,190724,87678,1421,Low
i8,2018,Asia,Silver,Electric,Automatic,3.2,94023,81426,9065,High
X5,2012,Middle East,Grey,Electric,Automatic,2.5,132458,35936,9637,High
7 Series,2017,North America,White,Petrol,Automatic,3.4,90471,101907,8626,High
5 Series,2011,Middle East,White,Electric,Automatic,1.8,18598,109999,7709,High
X3,2013,South America,Grey,Hybrid,Manual,2.2,158028,92712,9864,High
M5,2022,Europe,Grey,Hybrid,Automatic,3.6,112178,87966,7148,High
